ID,Species,CreavesSpecies,Class,Order,Family,NativeStatus,AgwGroup,SubsideGroup,Game,Huntable
SP362,Platalea leucorodia,Spatule blanche,Aves,Pélécaniformes,Threskiornithidés,NS1,Grand échassier,SG1,0,0
SP363,Plecotus auritus,Oreillard roux,Mammalia,Chiroptera,Verspertilionidés,NS1,Chauve-souris,SG2,0,0
SP364,Plecotus austriacus,Oreillard,Mammalia,Chiroptera,Verspertilionidés,NS1,Chauve-souris,SG2,0,0
SP365,Plectrophenax nivalis,Bruant des neiges,Aves,Passériformes,Emberizidés,NS1,Autre oiseau,SG2,0,0
SP366,Plegadis falcinellus,Ibis falcinelle,Aves,Pélécaniformes,Threskiornithidés,NS1,Grand échassier,SG1,0,0
SP367,Pluvialis apricaria,Pluvier doré,Aves,Charadriiformes,Charadriidés,NS1,Limicole,SG1,1,0
SP368,Pluvialis squatarola,Pluvier argenté,Aves,Charadriiformes,Charadriidés,NS1,Limicole,SG1,0,0
SP369,Podarcis muralis,Lézard des murailles,Reptilia,Squamata,Lacertidae,NS1,Reptile,SG2,0,0
SP37,Anthus petrosus,Pipit maritime,Aves,Passériformes,Motacillidés,NS1,Autre oiseau,SG2,0,0
SP370,Podiceps auritus,Grèbe esclavon,Aves,Podicipédiformes,Podicipedidés,NS1,Anatidé  / grèbe,SG1,0,0
SP371,Podiceps cristatus,Grèbe huppé,Aves,Podicipédiformes,Podicipedidés,NS1,Anatidé  / grèbe,SG1,0,0
SP372,Podiceps grisegena,Grèbe jougris,Aves,Podicipédiformes,Podicipedidés,NS1,Anatidé  / grèbe,SG1,0,0
SP373,Podiceps nigricollis,Grèbe à cou noir,Aves,Podicipédiformes,Podicipedidés,NS1,Anatidé  / grèbe,SG1,0,0
SP374,Porzana parva,Marouette poussin,Aves,Gruiformes,Rallidés,NS1,Autre oiseau d'eau,SG1,0,0
SP375,Porzana porzana,Marouette ponctuée,Aves,Gruiformes,Rallidés,NS1,Autre oiseau d'eau,SG1,0,0
SP376,Porzana pusilla,Marouette de Baillon,Aves,Gruiformes,Rallidés,NS1,Autre oiseau d'eau,SG1,0,0
SP377,Procyon lotor,Raton laveur,Mammalia,Musteloidea,Procyonidés,NS3,Mammifère taille moyenne,SG3,0,0
SP378,Prunella collaris,Accenteur alpin,Aves,Passériformes,Prunellidés,NS1,Autre oiseau,SG2,0,0
SP379,Prunella modularis,Accenteur mouchet,Aves,Passériformes,Prunellidés,NS1,Autre oiseau,SG2,0,0
SP38,Anthus pratensis,Pipit farlouse,Aves,Passériformes,Motacillidés,NS1,Autre oiseau,SG2,0,0
SP380,Psittacula krameri,Perruche à collier,Aves,Psittaciformes,Psittacidés,NS2,Autre oiseau,SG2,0,0
SP381,Pterocles orientalis,Ganga unibande,Aves,Pterocliformes,Pteroclidés,NS1,Autre oiseau,SG2,0,0
SP382,Ptyonoprogne rupestris,Hirondelle des rochers,Aves,Passériformes,Hirundinidés,NS1,Autre oiseau,SG2,0,0
SP383,Pyrrhula pyrrhula,Bouvreuil pivoine,Aves,Passériformes,Fringillidés,NS1,Autre oiseau,SG2,0,0
SP384,Rallus aquaticus,Râle d'eau,Aves,Gruiformes,Rallidés,NS1,Autre oiseau d'eau,SG1,0,0
SP385,Rana dalmatina,Grenouille agile,Amphibia,Anura,Ranidae,NS1,Batracien,SG2,0,0
SP386,Rana temporaria,Grenouille rousse,Amphibia,Anura,Ranidae,NS1,Batracien,SG2,0,0
SP387,Rattus norvegicus,Rat brun,Mammalia,Muroidea,Muridés,NS1,Micro-mammifère,SG3,0,0
SP388,Rattus rattus,Rat noir,Mammalia,Muroidea,Muridés,NS1,Micro-mammifère,SG3,0,0
SP389,Recurvirostra avosetta,Avocette élégante,Aves,Charadriiformes,Récurvirostridés,NS1,Limicole,SG1,0,0
SP39,Anthus richardi,Pipit de Richard,Aves,Passériformes,Motacillidés,NS1,Autre oiseau,SG2,0,0
SP390,Regulus ignicapillus,Roitelet à triple bandeau,Aves,Passériformes,Régulidés,NS1,Autre oiseau,SG2,0,0
SP391,Regulus regulus,Roitelet huppé,Aves,Passériformes,Régulidés,NS1,Autre oiseau,SG2,0,0
SP392,Rhinolophus ferrumequinum,Rhinolophe grand fer à cheval,Mammalia,Chiroptera,Rhinolophidés,NS1,Chauve-souris,SG2,0,0
SP393,Rhinolophus hipposideros,Rhinolophe petit fer à cheval,Mammalia,Chiroptera,Rhinolophidés,NS1,Chauve-souris,SG2,0,0
SP394,Riparia riparia,Hirondelle de rivage,Aves,Passériformes,Hirundinidés,NS1,Autre oiseau,SG2,0,0
SP395,Rissa triactyla,Mouette tridactyle,Aves,Charadriiformes,Laridés,NS1,Laridé,SG1,0,0
SP396,Salamandra salamandra,Salamandre tachetée,Amphibia,Caudata,Salamandridae,NS1,Batracien,SG2,0,0
SP397,Saxicola rubetra,Tarier des prés,Aves,Passériformes,Muscicapidés,NS1,Autre oiseau,SG2,0,0
SP398,Saxicola rubicola,Tarier pâtre (torquatus),Aves,Passériformes,Muscicapidés,NS1,Autre oiseau,SG2,0,0
SP399,Sciurus vulgaris,Ecureuil roux,Mammalia,Rodentia,Sciuridés,NS1,Mammifère taille moyenne,SG3,0,0
SP4,Acrocephalus arundinaceus,Rousserolle turdoïde,Aves,Passériformes,Acrocéphalidés,NS1,Autre oiseau,SG2,0,0
SP40,Anthus spinoletta,Pipit spioncelle,Aves,Passériformes,Motacillidés,NS1,Autre oiseau,SG2,0,0
SP400,Scolopax rusticola,Bécasse des bois,Aves,Charadriiformes,Scolopacidés,NS1,Autre oiseau,SG1,1,1
SP401,Serinus citrinella,Venturon montagnard,Aves,Passériformes,Fringillidés,NS1,Autre oiseau,SG2,0,0
SP402,Serinus serinus,Serin cini,Aves,Passériformes,Fringillidés,NS1,Autre oiseau,SG2,0,0
SP403,Sitta europaea,Sittelle d'Europe,Aves,Passériformes,Sittidés,NS1,Autre oiseau,SG2,0,0
SP404,Somateria mollissima,Eider à duvet,Aves,Ansériformes,Anatidés,NS1,Anatidé  / grèbe,SG1,0,0
SP405,Sorex araneus,Musaraigne carrelet,Mammalia,Rodentia,Soricidés,NS1,Micro-mammifère,SG3,0,0
SP406,Sorex coronatus,Musaraigne,Mammalia,Rodentia,Soricidés,NS1,Micro-mammifère,SG3,0,0
SP407,Sorex minutus,Musaraigne,Mammalia,Rodentia,Soricidés,NS1,Micro-mammifère,SG3,0,0
SP408,Stercorarius longicaudus,Labbe à longue queue,Aves,Charadriiformes,Stercorariidés,NS1,Autre oiseau d'eau,SG1,0,0
SP409,Stercorarius parasiticus,Labbe parasite,Aves,Charadriiformes,Stercorariidés,NS1,Autre oiseau d'eau,SG1,0,0
SP41,Anthus trivialis,Pipit des arbres,Aves,Passériformes,Motacillidés,NS1,Autre oiseau,SG2,0,0
SP410,Stercorarius pomarinus,Labbe pomarin,Aves,Charadriiformes,Stercorariidés,NS1,Autre oiseau d'eau,SG1,0,0
SP411,Stercorarius skua,Grand Labbe,Aves,Charadriiformes,Stercorariidés,NS1,Laridé,SG1,0,0
SP412,Sterna albifrons,Sterne naine,Aves,Passériformes,Sternidés,NS1,Laridé,SG1,0,0
SP413,Sterna caspia,Sterne caspienne,Aves,Passériformes,Sternidés,NS1,Laridé,SG1,0,0
SP414,Sterna hirundo,Sterne pierregarin,Aves,Passériformes,Sternidés,NS1,Laridé,SG1,0,0
SP415,Sterna paradisaea,Sterne arctique,Aves,Passériformes,Sternidés,NS1,Laridé,SG1,0,0
SP416,Sterna sandvicensis,Sterne caugek,Aves,Passériformes,Sternidés,NS1,Laridé,SG1,0,0
SP417,Streptopelia decaocto,Tourterelle turque,Aves,Columbiformes,Colombidés,NS1,Autre oiseau,SG2,0,0
SP418,Streptopelia turtur,Tourterelle des bois,Aves,Columbiformes,Colombidés,NS1,Autre oiseau,SG2,0,0
SP419,Strix aluco,Chouette hulotte,Aves,Strigiformes,Strigidés,NS1,Rapace,SG1,0,0
SP42,Apodemus flavicollis,Mulot,Mammalia,Muroidea,Muridés,NS1,Micro-mammifère,SG3,0,0
SP420,Sturnus roseus,Etourneau roselin,Aves,Passériformes,Sturnidés,NS1,Autre oiseau,SG2,0,0
SP421,Sturnus vulgaris,Etourneau sansonnet,Aves,Passériformes,Sturnidés,NS1,Autre oiseau,SG2,0,0
SP422,Surnia ulula,Chouette épervière,Aves,Strigiformes,Strigidés,NS1,Rapace,SG1,0,0
SP423,Sus scrofa,Sanglier,Mammalia,Suina,Suidés,NS1,Ongulé,SG3,1,1
SP424,Sylvia atricapilla,Fauvette à tête noire,Aves,Passériformes,Sylviidés,NS1,Autre oiseau,SG2,0,0
SP425,Sylvia borin,Fauvette des jardins,Aves,Passériformes,Sylviidés,NS1,Autre oiseau,SG2,0,0
SP426,Sylvia cantillans,Fauvette passerinette,Aves,Passériformes,Sylviidés,NS1,Autre oiseau,SG2,0,0
SP427,Sylvia communis,Fauvette grisette,Aves,Passériformes,Sylviidés,NS1,Autre oiseau,SG2,0,0
SP428,Sylvia curruca,Fauvette babillarde,Aves,Passériformes,Sylviidés,NS1,Autre oiseau,SG2,0,0
SP429,Sylvia hortensis,Fauvette orphée,Aves,Passériformes,Sylviidés,NS1,Autre oiseau,SG2,0,0
SP43,Apodemus sylvaticus,Mulot sylvestre,Mammalia,Muroidea,Muridés,NS1,Micro-mammifère,SG3,0,0
SP430,Sylvia melanocephala,Fauvette mélanocéphale,Aves,Passériformes,Sylviidés,NS1,Autre oiseau,SG2,0,0
SP431,Sylvia nisoria,Fauvette épervière,Aves,Passériformes,Sylviidés,NS1,Autre oiseau,SG2,0,0
SP432,Sylvia undata,Fauvette pitchou,Aves,Passériformes,Sylviidés,NS1,Autre oiseau,SG2,0,0
SP433,Syrrhaptes paradoxus,Syrrhapte paradoxal,Aves,Pterocliformes,Pteroclidés,NS1,Autre oiseau,SG2,0,0
SP434,Tachybaptus ruficollis,Grèbe castagneux,Aves,Podicipédiformes,Podicipedidés,NS1,Anatidé  / grèbe,SG1,0,0
SP435,Tadorna tadorna,Tadorne de Belon,Aves,Ansériformes,Anatidés,NS1,Anatidé  / grèbe,SG1,0,0
SP436,Talpa europaea,Taupe,Mammalia,Eulipotyphla,Talpidés,NS1,Micro-mammifère,SG3,0,0
SP437,Tamias sibiricus,Tamia de Sibérie,Mammalia,Rodentia,Sciuridés,NS3,Mammifère taille moyenne,SG3,0,0
SP438,Tetrao tetrix,Tetras lyre,Aves,Galliformes,Phasianidés,NS1,Autre oiseau,SG2,0,0
SP439,Tetrao urogallus,Grand Tétras,Aves,Galliformes,Phasianidés,NS1,Autre oiseau,SG2,0,0
SP44,Apus apus,Martinet noir,Aves,Apodiformes,Apodidés,NS1,Autre oiseau,SG2,0,0
SP440,Tetrax tetrax,Outarde canepetière,Aves,Otidiformes,Otididés,NS1,Autre oiseau,SG1,0,0
SP441,Tichodroma muraria,Tichodrome échelette,Aves,Passériformes,Tichodromidés,NS1,Autre oiseau,SG2,0,0
SP442,Tortues aquatiques,Tortue aquatique,Reptilia,Testudines,Emydidae,NS2,Reptile,SG2,0,0
SP443,Trachemys scripta,Tortue de Floride,Reptilia,Testudines,Emydidae,NS3,Reptile,SG2,0,0
SP444,Tringa cinerea,Chevalier bargette,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP445,Tringa erythropus,Chevalier arlequin,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP446,Tringa glareola,Chevalier sylvain,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP447,Tringa nebularia,Chevalier aboyeur,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP448,Tringa ochropus,Chevalier culblanc,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP449,Tringa stagnatilis,Chevalier stagnatile,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP45,Apus melba,Martinet à ventre blanc,Aves,Apodiformes,Apodidés,NS1,Autre oiseau,SG2,0,0
SP450,Tringa totanus,Chevalier gambette,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP451,Triturus cristatus,Triton crêté,Amphibia,Caudata,Salamandridae,NS1,Batracien,SG2,0,0
SP452,Troglodytes troglodytes,Troglodyte mignon,Aves,Passériformes,Troglodytidés,NS1,Autre oiseau,SG2,0,0
SP453,Turdus iliacus,Grive mauvis,Aves,Passériformes,Turdidés,NS1,Autre oiseau,SG2,0,0
SP454,Turdus merula,Merle noir,Aves,Passériformes,Turdidés,NS1,Autre oiseau,SG2,0,0
SP455,Turdus naumanni,Grive de Nauman,Aves,Passériformes,Turdidés,NS1,Autre oiseau,SG2,0,0
SP456,Turdus obscurus,Grive obscure,Aves,Passériformes,Turdidés,NS1,Autre oiseau,SG2,0,0
SP457,Turdus philomelos,Grive musicienne,Aves,Passériformes,Turdidés,NS1,Autre oiseau,SG2,0,0
SP458,Turdus pilaris,Grive litorne,Aves,Passériformes,Turdidés,NS1,Autre oiseau,SG2,0,0
SP459,Turdus ruficollis,Grive à gorge rousse,Aves,Passériformes,Turdidés,NS1,Autre oiseau,SG2,0,0
SP46,Aquila chrysaetos,Aigle royal,Aves,Accipitriformes,Accipitridés,NS1,Rapace,SG1,0,0
SP460,Turdus torquatus,Merle à plastron,Aves,Passériformes,Turdidés,NS1,Autre oiseau,SG2,0,0
SP461,Turdus viscivorus,Grive draine,Aves,Passériformes,Turdidés,NS1,Autre oiseau,SG2,0,0
SP462,Tyto alba,Effraie des clochers,Aves,Strigiformes,Tytonidés,NS1,Rapace,SG1,0,0
SP463,Upupa epops,Huppe fasciée,Aves,Bucérotiformes,Upudidés,NS1,Autre oiseau,SG2,0,0
SP464,Uria aalge,Guillemot de Troïl,Aves,Charadriiformes,Alcidés,NS1,Autre oiseau d'eau,SG1,0,0
SP465,Vanellus vanellus,Vanneau huppé,Aves,Charadriiformes,Charadriidés,NS1,Limicole,SG1,1,0
SP466,Vespertilio murinus,Serotine bicolore,Mammalia,Chiroptera,Verspertilionidés,NS1,Chauve-souris,SG2,0,0
SP467,Vipera berus,Vipère péliade,Reptilia,Squamata,Viperidae,NS1,Reptile,SG2,0,0
SP468,Vulpes vulpes,Renard roux,Mammalia,Carnivora,Canidés,NS1,Mammifère taille moyenne,SG3,1,1
SP469,Xenopus laevis,Xénope lisse,Amphibia,Anura,Pipidae,NS3,Batracien,SG2,0,0
SP47,Aquila clanga,Aigle criard,Aves,Accipitriformes,Accipitridés,NS1,Rapace,SG1,0,0
SP470,Zoothera dauma,Grive dorée,Aves,Passériformes,Turdidés,NS1,Autre oiseau,SG2,0,0
SP471,Zoothera sibirica,Grive de Sibérie,Aves,Passériformes,Turdidés,NS1,Autre oiseau,SG2,0,0
SP472,Zootoca vivipara,Lézard vivipare,Reptilia,Squamata,Lacertidae,NS1,Reptile,SG2,0,0
SP473,Acanthis cabaret,Sizerin cabaret,Aves,Passériformes,Fringillidés,NS1,Autre oiseau,SG2,0,0
SP474,Anas,Canard semi-domestique,Aves,Ansériformes,Anatidés,NS4,Domestique,SG4,0,0
SP475,Anser indicus,Oie à tête barrée,Aves,Ansériformes,Anatidés,NS1,Anatidé  / grèbe,SG1,0,0
SP476,Atelerix albiventris,Hérisson à ventre blanc,Mammalia,Érinaceomorphes,Érinacéidés,NS2,Domestique,SG3,0,0
SP477,Balearica regulorum,Grue royale,Aves,Gruiformes,Gruidés,NS2,Domestique,SG2,0,0
SP478,Coturnix japonica,Caille du Japon,Aves,Galliformes,Phasianidés,NS4,Domestique,SG4,0,0
SP479,Emys,Cistude,Reptilia,Testudines,Emydidés,NS2,Domestique,SG2,0,0
SP48,Aquila pomarina,Aigle pomarin,Aves,Accipitriformes,Accipitridés,NS1,Rapace,SG1,0,0
SP480,Pavo,Paon,Aves,Galliformes,Phasianidés,NS2,Domestique,SG2,0,0
SP481,Pyrrhula pyrrhula pyrrhula,Bouvreuil ponceau,Aves,Passériformes,Fringillidés,NS1,Autre oiseau,SG2,0,0
SP483,Testudinidae,Tortue terrestre,Reptilia,Testudines,Testudinidés,NS2,Domestique,SG2,0,0
SP484,Testudo hermanni,Tortue d'Hermann,Reptilia,Testudines,Testudinidés,NS2,Domestique,SG2,0,0
SP485,Tortue aquatique,Tortue aquatique,Reptilia,Testudines,Emydidés,NS2,Domestique,SG2,0,0
SP49,Ardea alba,Grande Aigrette,Aves,Pélécaniformes,Ardeidés,NS1,Grand échassier,SG1,0,0
SP5,Acrocephalus paludicola,Phragmite aquatique,Aves,Passériformes,Acrocéphalidés,NS1,Autre oiseau,SG2,0,0
SP50,Ardea cinerea,Héron cendré,Aves,Pélécaniformes,Ardeidés,NS1,Grand échassier,SG1,0,0
SP51,Ardea purpurea,Héron pourpré,Aves,Pélécaniformes,Ardeidés,NS1,Grand échassier,SG1,0,0
SP52,Ardeola ralloides,Crabier chevelu,Aves,Pélécaniformes,Ardeidés,NS1,Grand échassier,SG1,0,0
SP53,Arenaria interpres,Tournepierre à collier,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP54,Arvicola terrestris,Campagnol terrestre,Mammalia,Muroidea,Muridés,NS1,Micro-mammifère,SG3,0,0
SP55,Asio flammeus,Hibou des marais,Aves,Strigiformes,Strigidés,NS1,Rapace,SG1,0,0
SP56,Asio otus,Hibou moyen-duc,Aves,Strigiformes,Strigidés,NS1,Rapace,SG1,0,0
SP57,Athene noctua,Chevêche d'Athena,Aves,Strigiformes,Strigidés,NS1,Rapace,SG1,0,0
SP58,Remiz pendulinus,Remiz penduline,Aves,Passériformes,Rémizidés,NS1,Autre oiseau,SG2,0,0
SP59,Aythya collaris,Fuligule à bec cerclé,Aves,Ansériformes,Anatidés,NS1,Anatidé  / grèbe,SG1,0,0
SP6,Acrocephalus palustris,Rousserolle verderolle,Aves,Passériformes,Acrocéphalidés,NS1,Autre oiseau,SG2,0,0
SP60,Aythya ferina,Fuligule milouin,Aves,Ansériformes,Anatidés,NS1,Anatidé  / grèbe,SG1,1,0
SP61,Aythya fuligula,Fuligule morillon,Aves,Ansériformes,Anatidés,NS1,Anatidé  / grèbe,SG1,1,0
SP62,Aythya marila,Fuligule milouinan,Aves,Ansériformes,Anatidés,NS1,Anatidé  / grèbe,SG1,1,0
SP63,Aythya nyroca,Fuligule nyroca,Aves,Ansériformes,Anatidés,NS1,Anatidé  / grèbe,SG1,0,0
SP64,Barbastella barbastellus,Barbastelle,Mammalia,Chiroptera,Verspertilionidés,NS1,Chauve-souris,SG2,0,0
SP65,Bombina variegata,Sonneur à ventre jaune,Amphibia,Anura,Bombinatoridae,NS1,Batracien,SG2,0,0
SP66,Bombycilla garrulus,Jaseur boréal,Aves,Passériformes,Bombycillidés,NS1,Autre oiseau,SG2,0,0
SP67,Bonasa bonasia,Gélinotte des bois,Aves,Galliformes,Phasianidés,NS1,Autre oiseau,SG2,0,0
SP68,Botaurus stellaris,Butor étoilé,Aves,Pélécaniformes,Ardeidés,NS1,Grand échassier,SG1,0,0
SP69,Branta bernicla,Bernache cravant,Aves,Ansériformes,Anatidés,NS1,Anatidé  / grèbe,SG1,0,0
SP7,Acrocephalus schoenobaenus,Phragmite des joncs,Aves,Passériformes,Acrocéphalidés,NS1,Autre oiseau,SG2,0,0
SP70,Branta canadensis,Bernache du Canada,Aves,Ansériformes,Anatidés,NS2,Anatidé  / grèbe,SG4,1,1
SP71,Branta leucopsis,Bernache nonnette,Aves,Ansériformes,Anatidés,NS1,Anatidé  / grèbe,SG1,0,0
SP72,Branta ruficollis,Bernache à cou roux,Aves,Ansériformes,Anatidés,NS1,Anatidé  / grèbe,SG1,0,0
SP73,Bubo bubo,Grand-Duc d'Europe,Aves,Strigiformes,Strigidés,NS1,Rapace,SG1,0,0
SP74,Bubulcus ibis,Héron garde-boeufs,Aves,Pélécaniformes,Ardeidés,NS1,Grand échassier,SG1,0,0
SP75,Bucephala clangula,Garrot à oeil d'or,Aves,Ansériformes,Anatidés,NS1,Anatidé  / grèbe,SG1,0,0
SP76,Bufo bufo,Crapaud commun,Amphibia,Anura,Bufonidae,NS1,Batracien,SG2,0,0
SP77,Bufo calamita,Crapaud calamite,Amphibia,Anura,Bufonidae,NS1,Batracien,SG2,0,0
SP78,Burhinus oedicnemus,Oedicnème criard,Aves,Charadriiformes,Burhinidés,NS1,Limicole,SG1,0,0
SP79,Buteo buteo,Buse variable,Aves,Accipitriformes,Accipitridés,NS1,Rapace,SG1,0,0
SP8,Acrocephalus scirpaceus,Rousserolle effarvatte,Aves,Passériformes,Acrocéphalidés,NS1,Autre oiseau,SG2,0,0
SP80,Buteo lagopus,Buse pattue,Aves,Accipitriformes,Accipitridés,NS1,Rapace,SG1,0,0
SP81,Cairina moschata,Canard de barbarie,Aves,Ansériformes,Anatidés,NS4,Domestique,SG4,0,0
SP82,Calandrella brachydactyla,Alouette calandrelle,Aves,Passériformes,Alaudidés,NS1,Autre oiseau,SG2,0,0
SP83,Calcarius lapponicus,Bruant lapon,Aves,Passériformes,Emberizidés,NS1,Autre oiseau,SG2,0,0
SP84,Calidris acuminata,Bécasseau à queue pointue,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP85,Calidris alba,Bécasseau sanderling,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP86,Calidris alpina,Bécasseau variable,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP87,Calidris canutus,Bécasseau maubèche,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP88,Calidris ferruginea,Bécasseau cocorli,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP89,Calidris fuscicollis,Bécasseau de Bonaparte,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP9,Actitis hypoleucos,Chevalier guignette,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP90,Calidris melanotos,Bécasseau tacheté,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP91,Calidris minuta,Bécasseau minute,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP92,Calidris temminckii,Bécasseau de Temminck,Aves,Charadriiformes,Scolopacidés,NS1,Limicole,SG1,0,0
SP93,Canis lupus,Loup,Mammalia,Carnivora,Canidés,NS1,Mammifère taille moyenne,SG3,0,0
SP94,Capreolus capreolus,Chevreuil,Mammalia,Pecora,Cervidés,NS1,Ongulé,SG3,1,1
SP95,Caprimulgus europaeus,Engoulevent d'Europe,Aves,Caprimulgiformes,Caprimulgidés,NS1,Autre oiseau,SG2,0,0
SP96,Carduelis cannabina,Linotte mélodieuse,Aves,Passériformes,Fringillidés,NS1,Autre oiseau,SG2,0,0
SP97,Carduelis carduelis,Chardonneret élégant,Aves,Passériformes,Fringillidés,NS1,Autre oiseau,SG2,0,0
SP98,Carduelis chloris,Verdier d'Europe,Aves,Passériformes,Fringillidés,NS1,Autre oiseau,SG2,0,0
SP99,Carduelis flammea,Sizerin flammé,Aves,Passériformes,Fringillidés,NS1,Autre oiseau,SG2,0,0
