ID,Country,Region,Province,Municipality,SubMunicipality,PostalCode,Locality,Zoning,Direction
L489,Belgique,Flandre,BRABANT FLAMAND,LINTER,1,3350,Overhespen,Localité non DNF,Localité non DNF
L490,Belgique,Flandre,BRABANT FLAMAND,LINTER,1,3350,Wommersom,Localité non DNF,Localité non DNF
L491,Belgique,Flandre,BRABANT FLAMAND,BIERBEEK,0,3360,Bierbeek,Localité non DNF,Localité non DNF
L492,Belgique,Flandre,BRABANT FLAMAND,BIERBEEK,1,3360,Korbeek-Lo,Localité non DNF,Localité non DNF
L493,Belgique,Flandre,BRABANT FLAMAND,BIERBEEK,1,3360,Lovenjoel,Localité non DNF,Localité non DNF
L494,Belgique,Flandre,BRABANT FLAMAND,BIERBEEK,1,3360,Opvelp,Localité non DNF,Localité non DNF
L495,Belgique,Flandre,BRABANT FLAMAND,BOUTERSEM,0,3370,Boutersem,Localité non DNF,Localité non DNF
L496,Belgique,Flandre,BRABANT FLAMAND,BOUTERSEM,1,3370,Kerkom,Localité non DNF,Localité non DNF
L497,Belgique,Flandre,BRABANT FLAMAND,BOUTERSEM,1,3370,Neervelp,Localité non DNF,Localité non DNF
L498,Belgique,Flandre,BRABANT FLAMAND,BOUTERSEM,1,3370,Roosbeek,Localité non DNF,Localité non DNF
L499,Belgique,Flandre,BRABANT FLAMAND,BOUTERSEM,1,3370,Vertrijk,Localité non DNF,Localité non DNF
L500,Belgique,Flandre,BRABANT FLAMAND,BOUTERSEM,1,3370,Willebringen,Localité non DNF,Localité non DNF
L501,Belgique,Flandre,BRABANT FLAMAND,GLABBEEK,1,3380,Bunsbeek,Localité non DNF,Localité non DNF
L502,Belgique,Flandre,BRABANT FLAMAND,GLABBEEK,0,3380,Glabbeek,Localité non DNF,Localité non DNF
L503,Belgique,Flandre,BRABANT FLAMAND,GLABBEEK,1,3381,Kapellen,Localité non DNF,Localité non DNF
L504,Belgique,Flandre,BRABANT FLAMAND,GLABBEEK,1,3384,Attenrode,Localité non DNF,Localité non DNF
L505,Belgique,Flandre,BRABANT FLAMAND,TIELT-WINGE,1,3390,Houwaart,Localité non DNF,Localité non DNF
L506,Belgique,Flandre,BRABANT FLAMAND,TIELT-WINGE,1,3390,Sint-Joris-Winge,Localité non DNF,Localité non DNF
L507,Belgique,Flandre,BRABANT FLAMAND,TIELT-WINGE,1,3390,Tielt,Localité non DNF,Localité non DNF
L508,Belgique,Flandre,BRABANT FLAMAND,TIELT-WINGE,1,3391,Meensel-Kiezegem,Localité non DNF,Localité non DNF
L509,Belgique,Flandre,BRABANT FLAMAND,LANDEN,1,3400,Eliksem,Localité non DNF,Localité non DNF
L510,Belgique,Flandre,BRABANT FLAMAND,LANDEN,1,3400,Ezemaal,Localité non DNF,Localité non DNF
L511,Belgique,Flandre,BRABANT FLAMAND,LANDEN,1,3400,Laar,Localité non DNF,Localité non DNF
L512,Belgique,Flandre,BRABANT FLAMAND,LANDEN,0,3400,Landen,Localité non DNF,Localité non DNF
L513,Belgique,Flandre,BRABANT FLAMAND,LANDEN,1,3400,Neerwinden,Localité non DNF,Localité non DNF
L514,Belgique,Flandre,BRABANT FLAMAND,LANDEN,1,3400,Overwinden,Localité non DNF,Localité non DNF
L515,Belgique,Flandre,BRABANT FLAMAND,LANDEN,1,3400,Rumsdorp,Localité non DNF,Localité non DNF
L516,Belgique,Flandre,BRABANT FLAMAND,LANDEN,1,3400,Wange,Localité non DNF,Localité non DNF
L517,Belgique,Flandre,BRABANT FLAMAND,LANDEN,1,3401,Waasmont,Localité non DNF,Localité non DNF
L518,Belgique,Flandre,BRABANT FLAMAND,LANDEN,1,3401,Walsbets,Localité non DNF,Localité non DNF
L519,Belgique,Flandre,BRABANT FLAMAND,LANDEN,1,3401,Walshoutem,Localité non DNF,Localité non DNF
L520,Belgique,Flandre,BRABANT FLAMAND,LANDEN,1,3401,Wezeren,Localité non DNF,Localité non DNF
L521,Belgique,Flandre,BRABANT FLAMAND,LANDEN,1,3404,Attenhoven,Localité non DNF,Localité non DNF
L522,Belgique,Flandre,BRABANT FLAMAND,LANDEN,1,3404,Neerlanden,Localité non DNF,Localité non DNF
L523,Belgique,Flandre,BRABANT FLAMAND,ZOUTLEEUW,1,3440,Budingen,Localité non DNF,Localité non DNF
L524,Belgique,Flandre,BRABANT FLAMAND,ZOUTLEEUW,1,3440,Dormaal,Localité non DNF,Localité non DNF
L525,Belgique,Flandre,BRABANT FLAMAND,ZOUTLEEUW,1,3440,Halle-Booienhoven,Localité non DNF,Localité non DNF
L526,Belgique,Flandre,BRABANT FLAMAND,ZOUTLEEUW,1,3440,Helen-Bos,Localité non DNF,Localité non DNF
L527,Belgique,Flandre,BRABANT FLAMAND,ZOUTLEEUW,0,3440,Zoutleeuw,Localité non DNF,Localité non DNF
L528,Belgique,Flandre,BRABANT FLAMAND,GEETBETS,0,3450,Geetbets,Localité non DNF,Localité non DNF
L529,Belgique,Flandre,BRABANT FLAMAND,GEETBETS,1,3450,Grazen,Localité non DNF,Localité non DNF
L530,Belgique,Flandre,BRABANT FLAMAND,GEETBETS,1,3454,Rummen,Localité non DNF,Localité non DNF
L531,Belgique,Flandre,BRABANT FLAMAND,BEKKEVOORT,1,3460,Assent,Localité non DNF,Localité non DNF
L532,Belgique,Flandre,BRABANT FLAMAND,BEKKEVOORT,0,3460,Bekkevoort,Localité non DNF,Localité non DNF
L533,Belgique,Flandre,BRABANT FLAMAND,BEKKEVOORT,1,3461,Molenbeek-Wersbeek,Localité non DNF,Localité non DNF
L534,Belgique,Flandre,BRABANT FLAMAND,KORTENAKEN,0,3470,Kortenaken,Localité non DNF,Localité non DNF
L535,Belgique,Flandre,BRABANT FLAMAND,KORTENAKEN,1,3470,Ransberg,Localité non DNF,Localité non DNF
L536,Belgique,Flandre,BRABANT FLAMAND,KORTENAKEN,1,3470,Sint-Margriete-Houtem,Localité non DNF,Localité non DNF
L537,Belgique,Flandre,BRABANT FLAMAND,KORTENAKEN,1,3471,Hoeleden,Localité non DNF,Localité non DNF
L538,Belgique,Flandre,BRABANT FLAMAND,KORTENAKEN,1,3472,Kersbeek-Miskom,Localité non DNF,Localité non DNF
L539,Belgique,Flandre,BRABANT FLAMAND,KORTENAKEN,1,3473,Waanrode,Localité non DNF,Localité non DNF
L540,Belgique,Flandre,LIMBOURG,HASSELT,0,3500,Hasselt,Localité non DNF,Localité non DNF
L541,Belgique,Flandre,LIMBOURG,HASSELT,1,3500,Sint-Lambrechts-Herk,Localité non DNF,Localité non DNF
L542,Belgique,Flandre,LIMBOURG,HASSELT,1,3501,Wimmertingen,Localité non DNF,Localité non DNF
L543,Belgique,Flandre,LIMBOURG,HASSELT,1,3510,Kermt,Localité non DNF,Localité non DNF
L544,Belgique,Flandre,LIMBOURG,HASSELT,1,3510,Spalbeek,Localité non DNF,Localité non DNF
L545,Belgique,Flandre,LIMBOURG,HASSELT,1,3511,Kuringen,Localité non DNF,Localité non DNF
L546,Belgique,Flandre,LIMBOURG,HASSELT,1,3511,Stokrooie,Localité non DNF,Localité non DNF
L547,Belgique,Flandre,LIMBOURG,HASSELT,1,3512,Stevoort,Localité non DNF,Localité non DNF
L548,Belgique,Flandre,LIMBOURG,ZONHOVEN,0,3520,Zonhoven,Localité non DNF,Localité non DNF
L549,Belgique,Flandre,LIMBOURG,HOUTHALEN-HELCHTEREN,1,3530,Helchteren,Localité non DNF,Localité non DNF
L550,Belgique,Flandre,LIMBOURG,HOUTHALEN-HELCHTEREN,1,3530,Houthalen,Localité non DNF,Localité non DNF
L551,Belgique,Flandre,LIMBOURG,HERK-DE-STAD,1,3540,Berbroek,Localité non DNF,Localité non DNF
L552,Belgique,Flandre,LIMBOURG,HERK-DE-STAD,1,3540,Donk,Localité non DNF,Localité non DNF
L553,Belgique,Flandre,LIMBOURG,HERK-DE-STAD,0,3540,Herk-de-Stad,Localité non DNF,Localité non DNF
L554,Belgique,Flandre,LIMBOURG,HERK-DE-STAD,1,3540,Schulen,Localité non DNF,Localité non DNF
L555,Belgique,Flandre,LIMBOURG,HALEN,0,3545,Halen,Localité non DNF,Localité non DNF
L556,Belgique,Flandre,LIMBOURG,HALEN,1,3545,Loksbergen,Localité non DNF,Localité non DNF
L557,Belgique,Flandre,LIMBOURG,HALEN,1,3545,Zelem,Localité non DNF,Localité non DNF
L558,Belgique,Flandre,LIMBOURG,HEUSDEN-ZOLDER,1,3550,Heusden,Localité non DNF,Localité non DNF
L559,Belgique,Flandre,LIMBOURG,HEUSDEN-ZOLDER,0,3550,Heusden-Zolder,Localité non DNF,Localité non DNF
L560,Belgique,Flandre,LIMBOURG,HEUSDEN-ZOLDER,1,3550,Zolder,Localité non DNF,Localité non DNF
L561,Belgique,Flandre,LIMBOURG,LUMMEN,1,3560,Linkhout,Localité non DNF,Localité non DNF
L562,Belgique,Flandre,LIMBOURG,LUMMEN,0,3560,Lummen,Localité non DNF,Localité non DNF
L563,Belgique,Flandre,LIMBOURG,LUMMEN,1,3560,Meldert,Localité non DNF,Localité non DNF
L564,Belgique,Flandre,LIMBOURG,ALKEN,0,3570,Alken,Localité non DNF,Localité non DNF
L565,Belgique,Flandre,LIMBOURG,BERINGEN,0,3580,Beringen,Localité non DNF,Localité non DNF
L566,Belgique,Flandre,LIMBOURG,BERINGEN,1,3581,Beverlo,Localité non DNF,Localité non DNF
L567,Belgique,Flandre,LIMBOURG,BERINGEN,1,3582,Koersel,Localité non DNF,Localité non DNF
L568,Belgique,Flandre,LIMBOURG,BERINGEN,1,3583,Paal,Localité non DNF,Localité non DNF
L569,Belgique,Flandre,LIMBOURG,DIEPENBEEK,0,3590,Diepenbeek,Localité non DNF,Localité non DNF
L570,Belgique,Flandre,LIMBOURG,GENK,0,3600,Genk,Localité non DNF,Localité non DNF
L571,Belgique,Flandre,LIMBOURG,LANAKEN,1,3620,Gellik,Localité non DNF,Localité non DNF
L572,Belgique,Flandre,LIMBOURG,LANAKEN,0,3620,Lanaken,Localité non DNF,Localité non DNF
L573,Belgique,Flandre,LIMBOURG,LANAKEN,1,3620,Neerharen,Localité non DNF,Localité non DNF
L574,Belgique,Flandre,LIMBOURG,LANAKEN,1,3620,Veldwezelt,Localité non DNF,Localité non DNF
L575,Belgique,Flandre,LIMBOURG,LANAKEN,1,3621,Rekem,Localité non DNF,Localité non DNF
L576,Belgique,Flandre,LIMBOURG,MAASMECHELEN,1,3630,Eisden,Localité non DNF,Localité non DNF
L577,Belgique,Flandre,LIMBOURG,MAASMECHELEN,1,3630,Leut,Localité non DNF,Localité non DNF
L578,Belgique,Flandre,LIMBOURG,MAASMECHELEN,0,3630,Maasmechelen,Localité non DNF,Localité non DNF
L579,Belgique,Flandre,LIMBOURG,MAASMECHELEN,1,3630,Mechelen-aan-de-Maas,Localité non DNF,Localité non DNF
L580,Belgique,Flandre,LIMBOURG,MAASMECHELEN,1,3630,Meeswijk,Localité non DNF,Localité non DNF
L581,Belgique,Flandre,LIMBOURG,MAASMECHELEN,1,3630,Opgrimbie,Localité non DNF,Localité non DNF
L582,Belgique,Flandre,LIMBOURG,MAASMECHELEN,1,3630,Vucht,Localité non DNF,Localité non DNF
L583,Belgique,Flandre,LIMBOURG,MAASMECHELEN,1,3631,Boorsem,Localité non DNF,Localité non DNF
L584,Belgique,Flandre,LIMBOURG,MAASMECHELEN,1,3631,Uikhoven,Localité non DNF,Localité non DNF
L585,Belgique,Flandre,LIMBOURG,KINROOI,1,3640,Kessenich,Localité non DNF,Localité non DNF
L586,Belgique,Flandre,LIMBOURG,KINROOI,0,3640,Kinrooi,Localité non DNF,Localité non DNF
L587,Belgique,Flandre,LIMBOURG,KINROOI,1,3640,Molenbeersel,Localité non DNF,Localité non DNF
L588,Belgique,Flandre,LIMBOURG,KINROOI,1,3640,Ophoven,Localité non DNF,Localité non DNF
L589,Belgique,Flandre,LIMBOURG,DILSEN-STOKKEM,1,3650,Dilsen,Localité non DNF,Localité non DNF
L590,Belgique,Flandre,LIMBOURG,DILSEN-STOKKEM,0,3650,Dilsen-Stokkem,Localité non DNF,Localité non DNF
L591,Belgique,Flandre,LIMBOURG,DILSEN-STOKKEM,1,3650,Elen,Localité non DNF,Localité non DNF
L592,Belgique,Flandre,LIMBOURG,DILSEN-STOKKEM,1,3650,Lanklaar,Localité non DNF,Localité non DNF
L593,Belgique,Flandre,LIMBOURG,DILSEN-STOKKEM,1,3650,Rotem,Localité non DNF,Localité non DNF
L594,Belgique,Flandre,LIMBOURG,DILSEN-STOKKEM,1,3650,Stokkem,Localité non DNF,Localité non DNF
L595,Belgique,Flandre,LIMBOURG,OUDSBERGEN,1,3660,Opglabbeek,Localité non DNF,Localité non DNF
L596,Belgique,Flandre,LIMBOURG,AS,0,3665,As,Localité non DNF,Localité non DNF
L597,Belgique,Flandre,LIMBOURG,AS,1,3668,Niel-bij-As,Localité non DNF,Localité non DNF
L598,Belgique,Flandre,LIMBOURG,OUDSBERGEN,1,3670,Ellikom,Localité non DNF,Localité non DNF
L599,Belgique,Flandre,LIMBOURG,OUDSBERGEN,1,3670,Gruitrode,Localité non DNF,Localité non DNF
L600,Belgique,Flandre,LIMBOURG,OUDSBERGEN,1,3670,Meeuwen,Localité non DNF,Localité non DNF
L601,Belgique,Flandre,LIMBOURG,OUDSBERGEN,1,3670,Neerglabbeek,Localité non DNF,Localité non DNF
L602,Belgique,Flandre,LIMBOURG,OUDSBERGEN,1,3670,Wijshagen,Localité non DNF,Localité non DNF
L603,Belgique,Flandre,LIMBOURG,MAASEIK,0,3680,Maaseik,Localité non DNF,Localité non DNF
L604,Belgique,Flandre,LIMBOURG,MAASEIK,1,3680,Neeroeteren,Localité non DNF,Localité non DNF
L605,Belgique,Flandre,LIMBOURG,MAASEIK,1,3680,Opoeteren,Localité non DNF,Localité non DNF
L606,Belgique,Flandre,LIMBOURG,ZUTENDAAL,0,3690,Zutendaal,Localité non DNF,Localité non DNF
L607,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,s Herenelderen,Localité non DNF,Localité non DNF
L608,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Berg,Localité non DNF,Localité non DNF
L609,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Diets-Heur,Localité non DNF,Localité non DNF
L610,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Haren,Localité non DNF,Localité non DNF
L611,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Henis,Localité non DNF,Localité non DNF
L612,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Kolmont,Localité non DNF,Localité non DNF
L613,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Koninksem,Localité non DNF,Localité non DNF
L614,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Lauw,Localité non DNF,Localité non DNF
L615,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Mal,Localité non DNF,Localité non DNF
L616,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Neerrepen,Localité non DNF,Localité non DNF
L617,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Nerem,Localité non DNF,Localité non DNF
L618,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Overrepen,Localité non DNF,Localité non DNF
L619,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Piringen,Localité non DNF,Localité non DNF
L620,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Riksingen,Localité non DNF,Localité non DNF
L621,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Rutten,Localité non DNF,Localité non DNF
L622,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Sluizen,Localité non DNF,Localité non DNF
L623,Belgique,Flandre,LIMBOURG,TONGEREN,0,3700,Tongeren,Localité non DNF,Localité non DNF
L624,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Vreren,Localité non DNF,Localité non DNF
L625,Belgique,Flandre,LIMBOURG,TONGEREN,1,3700,Widooie,Localité non DNF,Localité non DNF
L626,Belgique,Flandre,LIMBOURG,HERSTAPPE,0,3717,Herstappe,Localité non DNF,Localité non DNF
L627,Belgique,Flandre,LIMBOURG,KORTESSEM,0,3720,Kortessem,Localité non DNF,Localité non DNF
L628,Belgique,Flandre,LIMBOURG,KORTESSEM,1,3721,Vliermaalroot,Localité non DNF,Localité non DNF
L629,Belgique,Flandre,LIMBOURG,KORTESSEM,1,3722,Wintershoven,Localité non DNF,Localité non DNF
L630,Belgique,Flandre,LIMBOURG,KORTESSEM,1,3723,Guigoven,Localité non DNF,Localité non DNF
L631,Belgique,Flandre,LIMBOURG,KORTESSEM,1,3724,Vliermaal,Localité non DNF,Localité non DNF
L632,Belgique,Flandre,LIMBOURG,HOESELT,0,3730,Hoeselt,Localité non DNF,Localité non DNF
L633,Belgique,Flandre,LIMBOURG,HOESELT,1,3730,Romershoven,Localité non DNF,Localité non DNF
L634,Belgique,Flandre,LIMBOURG,HOESELT,1,3730,Sint-Huibrechts-Hern,Localité non DNF,Localité non DNF
L635,Belgique,Flandre,LIMBOURG,HOESELT,1,3730,Werm,Localité non DNF,Localité non DNF
L636,Belgique,Flandre,LIMBOURG,HOESELT,1,3732,Schalkhoven,Localité non DNF,Localité non DNF
L637,Belgique,Flandre,LIMBOURG,BILZEN,1,3740,Beverst,Localité non DNF,Localité non DNF
L638,Belgique,Flandre,LIMBOURG,BILZEN,0,3740,Bilzen,Localité non DNF,Localité non DNF
L639,Belgique,Flandre,LIMBOURG,BILZEN,1,3740,Eigenbilzen,Localité non DNF,Localité non DNF
L640,Belgique,Flandre,LIMBOURG,BILZEN,1,3740,Grote-Spouwen,Localité non DNF,Localité non DNF
L641,Belgique,Flandre,LIMBOURG,BILZEN,1,3740,Hees,Localité non DNF,Localité non DNF
L642,Belgique,Flandre,LIMBOURG,BILZEN,1,3740,Kleine-Spouwen,Localité non DNF,Localité non DNF
L643,Belgique,Flandre,LIMBOURG,BILZEN,1,3740,Mopertingen,Localité non DNF,Localité non DNF
L644,Belgique,Flandre,LIMBOURG,BILZEN,1,3740,Munsterbilzen,Localité non DNF,Localité non DNF
L645,Belgique,Flandre,LIMBOURG,BILZEN,1,3740,Rijkhoven,Localité non DNF,Localité non DNF
L646,Belgique,Flandre,LIMBOURG,BILZEN,1,3740,Rosmeer,Localité non DNF,Localité non DNF
L647,Belgique,Flandre,LIMBOURG,BILZEN,1,3740,Waltwilder,Localité non DNF,Localité non DNF
L648,Belgique,Flandre,LIMBOURG,BILZEN,1,3742,Martenslinde,Localité non DNF,Localité non DNF
L649,Belgique,Flandre,LIMBOURG,BILZEN,1,3746,Hoelbeek,Localité non DNF,Localité non DNF
L650,Belgique,Flandre,LIMBOURG,RIEMST,1,3770,Genoelselderen,Localité non DNF,Localité non DNF
L651,Belgique,Flandre,LIMBOURG,RIEMST,1,3770,Herderen,Localité non DNF,Localité non DNF
L652,Belgique,Flandre,LIMBOURG,RIEMST,1,3770,Kanne,Localité non DNF,Localité non DNF
L653,Belgique,Flandre,LIMBOURG,RIEMST,1,3770,Membruggen,Localité non DNF,Localité non DNF
L654,Belgique,Flandre,LIMBOURG,RIEMST,1,3770,Millen,Localité non DNF,Localité non DNF
L655,Belgique,Flandre,LIMBOURG,RIEMST,0,3770,Riemst,Localité non DNF,Localité non DNF
L656,Belgique,Flandre,LIMBOURG,RIEMST,1,3770,Val-Meer,Localité non DNF,Localité non DNF
L657,Belgique,Flandre,LIMBOURG,RIEMST,1,3770,Vlijtingen,Localité non DNF,Localité non DNF
L658,Belgique,Flandre,LIMBOURG,RIEMST,1,3770,Vroenhoven,Localité non DNF,Localité non DNF
L659,Belgique,Flandre,LIMBOURG,RIEMST,1,3770,Zichen-Zussen-Bolder,Localité non DNF,Localité non DNF
L660,Belgique,Flandre,LIMBOURG,FOURONS,1,3790,Fouron-Saint-Martin,Localité non DNF,Localité non DNF
L661,Belgique,Flandre,LIMBOURG,FOURONS,1,3790,Mouland,Localité non DNF,Localité non DNF
L662,Belgique,Flandre,LIMBOURG,FOURONS,1,3791,Remersdaal,Localité non DNF,Localité non DNF
L663,Belgique,Flandre,LIMBOURG,FOURONS,1,3792,Fouron-Saint-Pierre,Localité non DNF,Localité non DNF
L664,Belgique,Flandre,LIMBOURG,FOURONS,1,3793,Teuven,Localité non DNF,Localité non DNF
L665,Belgique,Flandre,LIMBOURG,FOURONS,1,3798,Fouron-Le-Comte,Localité non DNF,Localité non DNF
L666,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3800,Aalst,Localité non DNF,Localité non DNF
L667,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3800,Brustem,Localité non DNF,Localité non DNF
L668,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3800,Engelmanshoven,Localité non DNF,Localité non DNF
L669,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3800,Gelinden,Localité non DNF,Localité non DNF
L670,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3800,Groot-Gelmen,Localité non DNF,Localité non DNF
L671,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3800,Halmaal,Localité non DNF,Localité non DNF
L672,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3800,Kerkom-bij-Sint-Truiden,Localité non DNF,Localité non DNF
L673,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3800,Ordingen,Localité non DNF,Localité non DNF
L674,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,0,3800,Sint-Truiden,Localité non DNF,Localité non DNF
L675,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3800,Zepperen,Localité non DNF,Localité non DNF
L676,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3803,Duras,Localité non DNF,Localité non DNF
L677,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3803,Gorsem,Localité non DNF,Localité non DNF
L678,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3803,Runkelen,Localité non DNF,Localité non DNF
L679,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3803,Wilderen,Localité non DNF,Localité non DNF
L680,Belgique,Flandre,LIMBOURG,SINT-TRUIDEN,1,3806,Velm,Localité non DNF,Localité non DNF
L681,Belgique,Flandre,LIMBOURG,WELLEN,1,3830,Berlingen,Localité non DNF,Localité non DNF
L682,Belgique,Flandre,LIMBOURG,WELLEN,0,3830,Wellen,Localité non DNF,Localité non DNF
L683,Belgique,Flandre,LIMBOURG,WELLEN,1,3831,Herten,Localité non DNF,Localité non DNF
L684,Belgique,Flandre,LIMBOURG,WELLEN,1,3832,Ulbeek,Localité non DNF,Localité non DNF
L685,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Bommershoven,Localité non DNF,Localité non DNF
L686,Belgique,Flandre,LIMBOURG,BORGLOON,0,3840,Borgloon,Localité non DNF,Localité non DNF
L687,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Broekom,Localité non DNF,Localité non DNF
L688,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Gors-Opleeuw,Localité non DNF,Localité non DNF
L689,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Gotem,Localité non DNF,Localité non DNF
L690,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Groot-Loon,Localité non DNF,Localité non DNF
L691,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Haren,Localité non DNF,Localité non DNF
L692,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Hendrieken,Localité non DNF,Localité non DNF
L693,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Hoepertingen,Localité non DNF,Localité non DNF
L694,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Jesseren,Localité non DNF,Localité non DNF
L695,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Kerniel,Localité non DNF,Localité non DNF
L696,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Kolmont,Localité non DNF,Localité non DNF
L697,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Kuttekoven,Localité non DNF,Localité non DNF
L698,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Rijkel,Localité non DNF,Localité non DNF
L699,Belgique,Flandre,LIMBOURG,BORGLOON,1,3840,Voort,Localité non DNF,Localité non DNF
L700,Belgique,Flandre,LIMBOURG,NIEUWERKERKEN,1,3850,Binderveld,Localité non DNF,Localité non DNF
L701,Belgique,Flandre,LIMBOURG,NIEUWERKERKEN,1,3850,Kozen,Localité non DNF,Localité non DNF
L702,Belgique,Flandre,LIMBOURG,NIEUWERKERKEN,0,3850,Nieuwerkerken,Localité non DNF,Localité non DNF
L703,Belgique,Flandre,LIMBOURG,NIEUWERKERKEN,1,3850,Wijer,Localité non DNF,Localité non DNF
L704,Belgique,Flandre,LIMBOURG,HEERS,1,3870,Batsheers,Localité non DNF,Localité non DNF
L705,Belgique,Flandre,LIMBOURG,HEERS,1,3870,Bovelingen,Localité non DNF,Localité non DNF
L706,Belgique,Flandre,LIMBOURG,HEERS,1,3870,Gutshoven,Localité non DNF,Localité non DNF
L707,Belgique,Flandre,LIMBOURG,HEERS,0,3870,Heers,Localité non DNF,Localité non DNF
L708,Belgique,Flandre,LIMBOURG,HEERS,1,3870,Heks,Localité non DNF,Localité non DNF
L709,Belgique,Flandre,LIMBOURG,HEERS,1,3870,Horpmaal,Localité non DNF,Localité non DNF
L710,Belgique,Flandre,LIMBOURG,HEERS,1,3870,Klein-Gelmen,Localité non DNF,Localité non DNF
L711,Belgique,Flandre,LIMBOURG,HEERS,1,3870,Mechelen-Bovelingen,Localité non DNF,Localité non DNF
L712,Belgique,Flandre,LIMBOURG,HEERS,1,3870,Mettekoven,Localité non DNF,Localité non DNF
L713,Belgique,Flandre,LIMBOURG,HEERS,1,3870,Opheers,Localité non DNF,Localité non DNF
L714,Belgique,Flandre,LIMBOURG,HEERS,1,3870,Rukkelingen-Loon,Localité non DNF,Localité non DNF
L715,Belgique,Flandre,LIMBOURG,HEERS,1,3870,Vechmaal,Localité non DNF,Localité non DNF
L716,Belgique,Flandre,LIMBOURG,HEERS,1,3870,Veulen,Localité non DNF,Localité non DNF
L717,Belgique,Flandre,LIMBOURG,GINGELOM,1,3890,Boekhout,Localité non DNF,Localité non DNF
L718,Belgique,Flandre,LIMBOURG,GINGELOM,0,3890,Gingelom,Localité non DNF,Localité non DNF
L719,Belgique,Flandre,LIMBOURG,GINGELOM,1,3890,Jeuk,Localité non DNF,Localité non DNF
L720,Belgique,Flandre,LIMBOURG,GINGELOM,1,3890,Kortijs,Localité non DNF,Localité non DNF
L721,Belgique,Flandre,LIMBOURG,GINGELOM,1,3890,Montenaken,Localité non DNF,Localité non DNF
L722,Belgique,Flandre,LIMBOURG,GINGELOM,1,3890,Niel-bij-Sint-Truiden,Localité non DNF,Localité non DNF
L723,Belgique,Flandre,LIMBOURG,GINGELOM,1,3890,Vorsen,Localité non DNF,Localité non DNF
L724,Belgique,Flandre,LIMBOURG,GINGELOM,1,3891,Borlo,Localité non DNF,Localité non DNF
L725,Belgique,Flandre,LIMBOURG,GINGELOM,1,3891,Buvingen,Localité non DNF,Localité non DNF
L726,Belgique,Flandre,LIMBOURG,GINGELOM,1,3891,Mielen-boven-Aalst,Localité non DNF,Localité non DNF
L727,Belgique,Flandre,LIMBOURG,GINGELOM,1,3891,Muizen,Localité non DNF,Localité non DNF
L728,Belgique,Flandre,LIMBOURG,PELT,1,3900,Overpelt,Localité non DNF,Localité non DNF
L729,Belgique,Flandre,LIMBOURG,PELT,1,3910,Neerpelt,Localité non DNF,Localité non DNF
L730,Belgique,Flandre,LIMBOURG,PELT,1,3910,Sint-Huibrechts-Lille,Localité non DNF,Localité non DNF
